Customer_Name,Gender,Age,Region,Product,Units_Sold,Unit_Price,Payment_Method,Order_Date,Customer_Rating,Sales_Amount
Aditya Choudhary,Male,50,East,Charger,4,10832,Card,12/1/2024,4.9,43328
Tanya Gupta,Male,19,South,Headphones,8,43104,Netbanking,12/28/2024,3.2,344832
Vivaan Choudhary,Female,31,East,Mobile,6,3300,UPI,11/11/2023,2.1,19800
Aisha Verma,Female,57,South,Mobile,4,30038,UPI,6/17/2023,3.8,120152
Aryan Kumar,Male,57,South,Laptop,5,30619,UPI,12/5/2023,2.1,153095
Priya Joshi,Female,56,East,Laptop,9,8833,Netbanking,7/12/2023,4.6,79497
Diya Patel,Female,23,South,Laptop,7,5910,Netbanking,3/28/2024,2.5,41370
Vivaan Mishra,Male,23,East,Tablet,9,18339,Card,10/10/2023,3.2,165051
Aarav Verma,Male,20,East,Charger,7,31019,Card,12/2/2023,1.2,217133
Rohan Mishra,Female,24,East,Charger,1,6308,Netbanking,1/25/2024,2.7,6308
Aisha Joshi,Female,25,South,Charger,8,7296,Cash,6/8/2024,4.3,58368
Priya Verma,Male,59,South,Tablet,4,21680,Netbanking,8/28/2023,4.2,86720
Kabir Mishra,Female,32,South,Headphones,3,43556,Netbanking,4/27/2024,1.9,130668
Riya Patel,Female,46,South,Laptop,7,18209,Cash,10/20/2024,1.9,127463
Kabir Gupta,Male,50,West,Tablet,3,18043,UPI,12/16/2024,4.3,54129
Aditya Gupta,Male,47,North,Tablet,8,37918,Card,8/14/2024,4.7,303344
Kavya Reddy,Female,56,North,Tablet,6,29575,UPI,7/8/2024,1.4,177450
Riya Sharma,Female,44,South,Mobile,5,38255,Cash,4/2/2024,2.8,191275
Vivaan Gupta,Male,53,West,Mobile,4,48468,Cash,3/30/2023,2.3,193872
Ananya Joshi,Female,46,West,Headphones,8,37965,Card,10/21/2024,4.5,303720
Kavya Reddy,Female,55,South,Charger,8,31002,Card,4/5/2023,1.3,248016
Rohan Sharma,Male,50,East,Mobile,1,17224,UPI,3/27/2024,1.8,17224
Priya Kumar,Female,54,North,Headphones,9,4328,Cash,3/3/2024,4,38952
Aryan Verma,Female,44,West,Tablet,5,17587,Cash,5/31/2023,1.2,87935
Vivaan Gupta,Male,50,North,Charger,4,13105,Card,5/28/2024,3,52420
Aryan Reddy,Female,21,East,Tablet,6,31837,Cash,1/11/2024,2.8,191022
Aarav Verma,Male,39,East,Mobile,6,5982,Cash,1/22/2023,2.3,35892
Tanya Nair,Female,19,North,Mobile,2,27505,Netbanking,11/9/2023,2.6,55010
Priya Mishra,Female,27,North,Tablet,8,23260,Netbanking,6/2/2024,3.1,186080
Vivaan Mishra,Female,22,North,Charger,7,5963,Netbanking,7/25/2023,1.6,41741
Aisha Gupta,Male,27,West,Mobile,1,47128,UPI,1/10/2024,3.3,47128
Aarav Gupta,Male,50,West,Tablet,5,5412,Netbanking,3/26/2024,4.2,27060
Isha Mishra,Male,55,North,Headphones,6,5148,Card,9/17/2024,4,30888
Rahul Nair,Male,30,West,Tablet,4,34123,Cash,8/17/2024,1.6,136492
Riya Kumar,Male,48,West,Mobile,2,36134,Card,6/28/2023,1.6,72268
Isha Sharma,Female,53,East,Tablet,4,45102,Netbanking,7/29/2023,2.1,180408
Aarav Patel,Male,41,West,Mobile,1,49562,UPI,5/14/2024,2.4,49562
Kabir Sharma,Female,32,West,Laptop,7,49834,UPI,4/8/2024,2.6,348838
Krishna Gupta,Male,46,East,Laptop,2,3612,Card,5/4/2023,3.7,7224
Vihaan Kumar,Female,25,North,Headphones,2,22554,Card,4/23/2023,1.2,45108
Kavya Joshi,Male,22,West,Charger,9,4992,UPI,1/12/2023,1.1,44928
